text,intent
error correcting delivery address,change_shipping_address
where could I cancel purchase {{Order Number}}?,cancel_order
i dont know what i have to do to talk with customer service,contact_customer_service
help me to check the sxtatus of my reimbursement,track_refund
i cant make a payment i wanna repotr a problem,payment_issue
can you show me in which cases can I request a refund?,check_refund_policy
want assistance to check the withdrawal fees,check_cancellation_fee
i do not know what to do to cancel order {{Order Number}},cancel_order
what do I have to do to see what delivery methods I have?,delivery_options
want help to check in what cases can i request refunds,check_refund_policy
help me to check the early exit charge,check_cancellation_fee
assistance seeing in what cases can i request reimbursements,check_refund_policy
I'm waiting for a restitution of {{Refund Amount}} dollars,track_refund
I need to check in which cases can I request reimbursements,check_refund_policy
"I have to talk with customer support, I need help",contact_customer_service
can I talk to customer support?,contact_customer_service
need assistance checking the termiation fee,check_cancellation_fee
how can i check the current status of my compensation,track_refund
I try to modify the shopping address,change_shipping_address
i need assistance checking the termination fee,check_cancellation_fee
"I bought some item, cancel order {{Order Number}}",cancel_order
I can't correct my bloody shipping address,change_shipping_address
can i order from {{Delivery City}},delivery_options
I want assistance checking your reimbursement policy,check_refund_policy
problems correcting address,change_shipping_address
i need assistance seeing my refund current status,track_refund
help solving troubles with online payment,payment_issue
can you help me see what methods for delivery I have?,delivery_options
I want help to see my rebate current status,track_refund
help me checking what options for delivery i have,delivery_options
tghere is a problem trying to change the delivery address,change_shipping_address
where do I report a payment issue?,payment_issue
"I have to track my compensation, can you help me?",track_refund
I do not know what to do to call customer assistance,contact_customer_service
I am waiting for a restitution of {{Refund Amount}} dollars,track_refund
where can I find information about an address update?,change_shipping_address
where do I cancel purchase {{Order Number}}?,cancel_order
help seeing in what cases can i request to be reimbursed,check_refund_policy
I am waiting for a compensation of {{Refund Amount}} doolars,track_refund
hgow can I inform of issues with payments?,payment_issue
I have to change the delivery adfress,change_shipping_address
want help to inform of an issue with online payments,payment_issue
i try to get in touch with customer assistance,contact_customer_service
I don't know what I have to do to change my address,change_shipping_address
I do not know how I can check the status of my rebate,track_refund
want help seeing the early termination fee,check_cancellation_fee
"I want to see what shipping methods are there, help me",delivery_options
I need to see your refund policy,check_refund_policy
I'm waiting for a reimbursement of 350dollars,track_refund
I need assistance tracking my reimbursement,track_refund
I don't know how to cancel purchase {{Order Number}},cancel_order
wanna check what hours i can call customer  service,contact_customer_service
do you deliver to {{Delivery City}}?,delivery_options
i dont want this order cancel purchase {{Order Number}},cancel_order
I am looking for information about an address modification,change_shipping_address
can I place an order from {{Delivery City}}?,delivery_options
"I have to see the early exit penalty, I need help",check_cancellation_fee
i do not know how to cancel order {{Order Number}},cancel_order
shipments to {{Delivery City}},delivery_options
I don't want order {{Order Number}},cancel_order
I have a proble with canceling purchase {{Order Number}},cancel_order
canmcel order {{Order Number}},cancel_order
I need help to call customer assistance,contact_customer_service
need assistance informing of problems with online payment,payment_issue
help me see at what time customer support available is,contact_customer_service
can youshow me what hours I can contact customer support?,contact_customer_service
cancel purchase  {{Order Number}},cancel_order
need help checking whatt hours customer support available is,contact_customer_service
i need help to solve an error with online payments,payment_issue
need help to check whathours i can call customer assistance,contact_customer_service
help me check what hours i can reach customer support,contact_customer_service
can you help me to solve issues with online payment?,payment_issue
can uhelp me canceling order {{Order Number}},cancel_order
assistance checking the early exit penalties,check_cancellation_fee
help me rport a trouble with online payments,payment_issue
how can I check your reimbursement policy?,check_refund_policy
could I know if there are any updates on my rebate?,track_refund
need assistance solving an issue with online paymenst,payment_issue
what do I have to do to check the status of the rebate?,track_refund
I do not know how I can see the methods for shipping,delivery_options
need assistance checking the early exit fees,check_cancellation_fee
I want to cancle purchase {{Order Number}},cancel_order
"I have bought some items, cancel order {{Order Number}}",cancel_order
can i place a  fucking order from {{Delivery City}},delivery_options
help trying to edit my delivery address,change_shipping_address
I do not know how to inform of errors with online payments,payment_issue
i want assistace trying to correct the shipping address,change_shipping_address
need help with cancelling purchase {{Order Number}},cancel_order
i have to check the termination fees,check_cancellation_fee
need help checking in what situations can I request refunds,check_refund_policy
help canceling purchase {{Order Number}},cancel_order
"I bought some item, cancel order {{Order Number}}",cancel_order
"I need to see the cancellation fees , how to do it?",check_cancellation_fee
I want assistance notifying of an error with online payment,payment_issue
support changing the address,change_shipping_address
could you help me cancelling purchase {{Order Number}}?,cancel_order
there is a problem trying to edit the address,change_shipping_address
I need to check how long the goddamn reimbursements take,check_refund_policy
is it possible to see the early exit penalties,check_cancellation_fee
is it possible to check what shipping methods I have?,delivery_options
where do i inform of a trouble with online payment,payment_issue
can i check under which circumstances can i request a refund,check_refund_policy
I don't know how I can check the cancellation fee,check_cancellation_fee
i do not know what i nded to do to edit my delivery address,change_shipping_address
can ya show me in what situations can i ask to be reimbursed,check_refund_policy
could you tell me about updating my delivery address?,change_shipping_address
I want to know about editing my delivery address,change_shipping_address
where could I edit my delivery address?,change_shipping_address
I don't know how I can see the cancellation penalty,check_cancellation_fee
"I have got to see the delivery methods, how to do it?",delivery_options
I don't know what I have to do to report payment problems,payment_issue
I would like to see in which cases can I request refunds,check_refund_policy
I want help to speak to customer support,contact_customer_service
reporting  troubles with online payment,payment_issue
could i know if there are any news on the refund,track_refund
information about updating the shipping address,change_shipping_address
where can I notify of errors with payment ?,payment_issue
i dont know how i can check the cancellation fee,check_cancellation_fee
I want assistance reporting a trouble with payment,payment_issue
can I see at what time I can reach customer service?,contact_customer_service
how to correct my delivery address,change_shipping_address
I do not know how to see the termination fees,check_cancellation_fee
tell me at what time I can call customer assistance,contact_customer_service
is it possible to order from {{Delivery City}}?,delivery_options
I need assistance to repor errors with online payments,payment_issue
i have an error editing my delivery address,change_shipping_address
I try to see what hours I can call customer support,contact_customer_service
help me to see in what cases can i ask for my money back,check_refund_policy
I want help seeing your reimbursement policy,check_refund_policy
where to see the current status of the reimbursement,track_refund
can ushow me in which cases can i ask for reimbursements,check_refund_policy
i dont know how to inform of an issue with payments,payment_issue
I have an error changing the delivery address,change_shipping_address
can you help me informing of errors with payment?,payment_issue
what do I have to do to talk with cusromer support?,contact_customer_service
"I want to see what shipment options I have, how do I do it?",delivery_options
issue updating address,change_shipping_address
I need information about modifying my shipping address,change_shipping_address
help me to see what hours I can reach customer support,contact_customer_service
I dln't know how I can see the termination penalties,check_cancellation_fee
i have to cancel purchase {{Order Number}},cancel_order
hw can i see the early termination fee,check_cancellation_fee
I don't know how to contact customer assistance,contact_customer_service
i dont know how i can inform of a error with online payments,payment_issue
i dont know how to contact customer support,contact_customer_service
i try to check in which cases can i ask for an reimbursement,check_refund_policy
can i get in touch with customer support,contact_customer_service
i want help solving errors with online payments,payment_issue
I am trying to check the withdrawal charge,check_cancellation_fee
where do I inform of problems with online payments?,payment_issue
I don't know what to do t report issues with online payment,payment_issue
I have to see the early exit fee,check_cancellation_fee
where could I check the goddamn cancellation charge?,check_cancellation_fee
help to check in what cases can I ask for a reimbursement,check_refund_policy
show me under what circumstances can I ask for my money back,check_refund_policy
want assistance to notify of an erro with payment,payment_issue
i have a problem changing my delivery address,change_shipping_address
could you help me to solve payment errors?,payment_issue
I'm waiting for a reimbursement ofv {{Currency Symbol}}{{Refund Amount}} was it processed,track_refund
I would like to see the termination charges,check_cancellation_fee
how could I cancel purchase {{Order Number}}?,cancel_order
i do not know how i can check ur money back guarantee,check_refund_policy
where could I cancel purchase {{Order Number}}?,cancel_order
i want help to speak with customer assistance,contact_customer_service
can you help me to see the withdrawal fees?,check_cancellation_fee
need assistance to update the shipping address,change_shipping_address
I do not know what to do to edit the delivery address,change_shipping_address
information about a deliveryaddress change,change_shipping_address
I do not know how to know if there are any news on my rebate,track_refund
I would like to see what goddamn delivery options I have,delivery_options
assistance to cancel purchase {{Order Number}},cancel_order
how can i check ur money back guarantee,check_refund_policy
I'm trying to check in which cases can i ask for a refund,check_refund_policy
show me what hours I can call customer support,contact_customer_service
I need help seeing how long reimbursements take,check_refund_policy
i want support updating  the delivery address,change_shipping_address
where can I notify of issues with online payment?,payment_issue
i do not know what i need to do to correct my address,change_shipping_address
need to reoprt problems with online payment,payment_issue
i try to inform of problems with online payments,payment_issue
can you show me the early termination fee?,check_cancellation_fee
i have got ti see in which cases can i ask for a refund,check_refund_policy
are there early termination fees?,check_cancellation_fee
assistance to see your money back guarantee,check_refund_policy
I can't afford purchase {{Order Number}},cancel_order
i have issues editing the address,change_shipping_address
I'm waiting for a compensation of {{Refund Amount}} dollars,track_refund
is it possible to check the early termination charges?,check_cancellation_fee
help me see in what situations can I request a refund,check_refund_policy
could I order from {{Delivery Country}}?,delivery_options
is it possible to order from {{Delivery Country}}?,delivery_options
"I want to see the cancellation charges, how do I do it?",check_cancellation_fee
I try to see in which cases can I request to be refunded,check_refund_policy
can ya help me change my address,change_shipping_address
report an error with payments,payment_issue
show me in which cases can I request to be refunded,check_refund_policy
help me check in what cases can I request a reimbursement,check_refund_policy
I have got to check the methods for delivery,delivery_options
I want assistance to see your money back guarantee,check_refund_policy
I need to cancel purchase {{Order Number}},cancel_order
need assistance informing of a trouble with payment,payment_issue
help me to check the status of the restitution,track_refund
I am waiting for a compensation of {{Refund Amount}} doolars,track_refund
cancel order,cancel_order
"I cannot find the withdrawal penalty, could you help me?",check_cancellation_fee
can you tell me about updating the shipping address?,change_shipping_address
can I check the early termination penalty?,check_cancellation_fee
tell me more about updating the delivery address,change_shipping_address
"my shipping address has changed, I want to edit it",change_shipping_address
i expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
where can I get information about correcting the address?,change_shipping_address
want assistance notifying of payment issues,payment_issue
have problems wth canceling purchase {{Order Number}},cancel_order
uhave a free of charge number to contact customer support,contact_customer_service
i expect a compensation of1200 dollars has it been processed,track_refund
how do I update the shipping address?,change_shipping_address
can I order from {{Delivery Country}}?,delivery_options
I want help notifying of an issue with payments,payment_issue
I need assistance trying to change my address,change_shipping_address
I don't know how to see the restitution status,track_refund
problem with canceling order {{Order Number}},cancel_order
can ya help me cancel purchase {{Order Number}},cancel_order
I'm waiting for a restitution oof {{Currency Symbol}}{{Refund Amount}},track_refund
reporting troubles with online payment,payment_issue
I have an issue trying to modify my address,change_shipping_address
I'm waiting for a reimbursement ofv {{Currency Symbol}}{{Refund Amount}} was it processed,track_refund
I try to see what hours I can contact customer service,contact_customer_service
I have to see in which cases can I ask for a reimbursement,check_refund_policy
i do not know how i can see the terminationpenalty,check_cancellation_fee
is it possible to place an order from {{Delivery City}} ?,delivery_options
"I need to speak with customer support, help me",contact_customer_service
I do not know what I have to do to correct my address,change_shipping_address
need help to check the termination fee,check_cancellation_fee
I expect an reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund
I no longerr want purchase {{Order Number}},cancel_order
seeing your money back policy,check_refund_policy
I have to check what hours I can reach customer assistance,contact_customer_service
need help calling damn customer assistanec,contact_customer_service
i need assistance trying to edit my delivery address,change_shipping_address
I want information about changing the delivery address,change_shipping_address
help to see at what time I can contact customer support,contact_customer_service
how can i check if there are any news on my refund,track_refund
"I submitted a wrong delivery address, can I modify it?",change_shipping_address
want help checking ur reimbursement poliicy,check_refund_policy
I need assistance to report a trouble with online payments,payment_issue
I need to check in which cases can I ask for a reimbursement,check_refund_policy
need help with canceling purchase {{Order Number}},cancel_order
I want help to talk with customer assistance,contact_customer_service
what is your customer support phone number?,contact_customer_service
i need help with canceling order {{Order Number}},cancel_order
is it possible to order from {{Delivery City}} ?,delivery_options
I don't know how to see the withdrawal charge,check_cancellation_fee
where to see if there are any updates on my restitution,track_refund
do ya deliver to {{Delivery Country}},delivery_options
"I have to talk to customer service, how do I do it?",contact_customer_service
"I want to contact fucking customer support, how can I do it?",contact_customer_service
see what hours customer support available is,contact_customer_service
"I have got to see the cancellation charge, how to do it?",check_cancellation_fee
want assistance seeing what methods for delivery I have,delivery_options
i cannot pay want help to report errors with payments,payment_issue
in what situations can I request to be refunded ?,check_refund_policy
I do not know how to see the early termination charge,check_cancellation_fee
I do not know what to do to edit the shipping address,change_shipping_address
"I have got to see the fucking delivery methods, I need help",delivery_options
I try to check what hours customer assistance available is,contact_customer_service
i want help cancelling purchase {{Order Number}},cancel_order
want help seeing what options for delivery i can choose,delivery_options
help me to notify of an reror with payments,payment_issue
how do i check the current status of the reimbursement,track_refund
I am trying to find information about editing the address,change_shipping_address
I want help to see what hours I can call customer support,contact_customer_service
I do not know how to see what shipment methods I can choose,delivery_options
how to talk with customer service?,contact_customer_service
I am waiting for a reimbursement of {{Refund Amount}} dollras,track_refund
i want help to solve an issue with payments,payment_issue
help checking in what cases can I request my money back,check_refund_policy
"I hav to see your refund policy, how can I do it?",check_refund_policy
I want help checking the early termination fee,check_cancellation_fee
need help notifying of an error with payment,payment_issue
"I need to talk with customer service, how could I do it?",contact_customer_service
need help informing of a payment error,payment_issue
I can't edit my damn shipping address,change_shipping_address
I don't know what I need to do to see the shipment options,delivery_options
I'm trying to see in what cases can i request refunds,check_refund_policy
assistance with canceling purchase {{Order Number}},cancel_order
I need help seeing the cancellation fee,check_cancellation_fee
I want help seeing in what cases can I ask for refunds,check_refund_policy
want help checking what shipment methods you offer,delivery_options
i want help canceling order {{Order Number}},cancel_order
I want assistance seeing the bloody cancellation fee,check_cancellation_fee
ya have a free of charge number to reach customer service,contact_customer_service
awnna call customer support,contact_customer_service
i need assistance solving errors with payments,payment_issue
where can I cancel order {{Order Number}}?,cancel_order
is it possible to talk to customer assistance ?,contact_customer_service
see under what circumstances can I ask for a refund,check_refund_policy
i have to check what hours customer support available is,contact_customer_service
I need help seeing the cancellation penalty,check_cancellation_fee
I need help to see your reimbursement policy,check_refund_policy
"the payment failed, could I notify of an error with payment?",payment_issue
help me seeing ur refund policy,check_refund_policy
i want help to cancel order {{Order Number}},cancel_order
I don't know what I need to do to talk to customer service,contact_customer_service
where do I see what hours I can contact customer service?,contact_customer_service
I want help trying to moidfy my address,change_shipping_address
i do not know how i can cancel purchase {{Order Number}},cancel_order
wanna see ni which situations can i ask for a refund,check_refund_policy
help to check in which cases can I ask for refunds,check_refund_policy
I want help to check the termnation fees,check_cancellation_fee
assistance checking howlong reimbursements take,check_refund_policy
I need assistance correcting my shipping address,change_shipping_address
"I have entered a wrong address, can I modify it?",change_shipping_address
can ya help me solving issues with online payment,payment_issue
how can i notify of issues with online payment,payment_issue
how could I check what shipping options are available?,delivery_options
I need to check if there are any news on my restitution,track_refund
I expect a refund of {{Refund Amount}} dollars,track_refund
i need assistance to solve na issue with payment,payment_issue
need help to see what shipment options I can choose,delivery_options
help me tracking my compensation,track_refund
"I have got to see the cancellation penalty, how can I do it?",check_cancellation_fee
I have problems trying to update my address,change_shipping_address
could I know if there are any news on my reimbursement?,track_refund
how can I report troubles with online payment?,payment_issue
can i place an order from {{Delivery City}},delivery_options
I need support trying to update my address,change_shipping_address
what are the early exit penalties?,check_cancellation_fee
I don't know what I have to do to see the termination fees,check_cancellation_fee
I try to see at what time I can reach customer support,contact_customer_service
I expect a restitution of {{Refund Amount}} dollars,track_refund
I need assistance to talk to customer service,contact_customer_service
show your money back guarantee,check_refund_policy
I expect a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
I do not know what to do to check the early exit fees,check_cancellation_fee
i dont know what to do to correct the delivery address,change_shipping_address
can you help me to see the current status of my refund?,track_refund
I want assistance to notify of an issue with payments,payment_issue
wanna know about modifying the shipping address,change_shipping_address
I want assistancee trying to modify my shipping address,change_shipping_address
delieries to {{Delivery City}},delivery_options
"I would like to check the delivery methods, how to do it?",delivery_options
I can't check if there is anything new on the compensation,track_refund
do ya deliver to {{Delivery City}},delivery_options
help me see the early termination fees,check_cancellation_fee
I have got to cancel purchase {{Order Number}},cancel_order
help updating my shipping address,change_shipping_address
how can I check the shipping methods?,delivery_options
help me inform of a problem with payment,payment_issue
i have got toedit the address,change_shipping_address
"I expect a fucking ocmpensation of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund
"I need to see the reimbursement status, how can I do it?",track_refund
help me see in what cases can I ask to be reimbursed,check_refund_policy
problem with cancelling purchase {{Order Number}},cancel_order
need help to modify the shipping address,change_shipping_address
help me to see what shipment methods you offer,delivery_options
I need help seeing how long reimbursements usually take,check_refund_policy
want assistance updating my address,change_shipping_address
i cannot findthe termination penalty,check_cancellation_fee
I want to check the early termination penalty,check_cancellation_fee
issue changing shipping address,change_shipping_address
i need support modifying the  address,change_shipping_address
help me see the damn early exit fee,check_cancellation_fee
could I see in what situations can I ask for refunds?,check_refund_policy
I am trying to see in what situations can I request refunds,check_refund_policy
can I order from {{Delivery City}}?,delivery_options
can I check your reimbursement policy?,check_refund_policy
need assistance checking the early termination fee,check_cancellation_fee
help checking in what cases can I request to be reimbursed,check_refund_policy
were can I check the early termination penalty?,check_cancellation_fee
"I bought some item, cancel purchase {{Order Number}}",cancel_order
i need support trying to chane my delivery address,change_shipping_address
i want help canceling order {{Order Number}},cancel_order
how to report an issue with online payments?,payment_issue
can you show me at what time I can reach customer service?,contact_customer_service
I chose a wrong delivery addreds,change_shipping_address
where to check what hours customer service available is?,contact_customer_service
I am waiting for a restitution of {{Refund Amount}} dollars,track_refund
help me checking what shipping methods you offer,delivery_options
do you ship  to {{Delivery Country}}?,delivery_options
I want to know if there is anything wrong with my rebate,track_refund
"I am trying to find the methods for shipment, I need help",delivery_options
I need help seeing what shipment methods are there,delivery_options
assistance informing of errors with payment,payment_issue
I am waiting for an rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
how to check at what time i can call customer service,contact_customer_service
I expect a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
do ya ship to {{Delivery Country}},delivery_options
do you ship  to {{Delivery Country}}?,delivery_options
assistance trying to edit the shipping address,change_shipping_address
I cannot modify the delivery address,change_shipping_address
I need supports trying to modify my delivery address,change_shipping_address
i try to see ur reimbursement policy,check_refund_policy
i want help to check how long reimbursements take,check_refund_policy
need assistance tonotify of a trouble with payments,payment_issue
I need help to cancel purchase370795561790,cancel_order
I'm trying to see what hours i can call customer service,contact_customer_service
check in which situations can I ask for refunds,check_refund_policy
where can i notify of a problem with payment,payment_issue
how can i cancel purchase {{Order Number}},cancel_order
I do not know how to modify the address,change_shipping_address
help cancelling purchase {{Order Number}},cancel_order
help with canceling purchase {{Order Number}},cancel_order
cancel order {{Order Number}},cancel_order
what do I ned to do to cancel order {{Order Number}}?,cancel_order
where to see the termination charges,check_cancellation_fee
I don't know how I can check the cancellatio charges,check_cancellation_fee
is it possible to see the witdrawal penalties,check_cancellation_fee
I want help speaking to goddamn customer service,contact_customer_service
"I want to talk to customer service, how do I do it?",contact_customer_service
what do I need to do to see what shipment methods I have?,delivery_options
I  don't know what to do to correct my address,change_shipping_address
assistance to see in which situations can i request refunds,check_refund_policy
help to see in what situationscan I ask to be reimbursed,check_refund_policy
help me check in what cases can i ask for a refund,check_refund_policy
can you help me to notify of errors with payment?,payment_issue
want help notifying of a trouble with paymenst,payment_issue
there is an issue trying to change the address,change_shipping_address
how could I check the goddamn termination fee?,check_cancellation_fee
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},track_refund
I awnt information about updating my shipping address,change_shipping_address
see in which cases can I request a reimbursement,check_refund_policy
i cannot check the compensation current status,track_refund
I want help modifying my shipping address,change_shipping_address
I am trying to check what shipping methods are there,delivery_options
question about canceling purchase {{Order Number}},cancel_order
I expect a rebate of {{Currency Symbol}}{{Refund Amount}},track_refund
where to change the address,change_shipping_address
I have got to see in what cases can I ask for a refund,check_refund_policy
notify of issues wiht payment,payment_issue
"I have got to see the cancellation charge, can you help me?",check_cancellation_fee
i purchased something how to cancel order {{Order Number}},cancel_order
i have troubles changing the address,change_shipping_address
need help to check in which case can i ask to be refunded,check_refund_policy
is it possible to check the cancellation penalty,check_cancellation_fee
i need help to ese what hours i can reach customer support,contact_customer_service
"I have to check my restitution current status, how to do it?",track_refund
what do I need to do to see the damn cancellation penalty?,check_cancellation_fee
i do not know how i can canmcel order {{Order Number}},cancel_order
where do I see what delivery methods I can choose?,delivery_options
can you help me to inform of a trouble with payment?,payment_issue
I need to see in what cases can I request reimbursements,check_refund_policy
I have a problem with cancelling order {{Order Number}},cancel_order
I have issues trying to update the shipping address,change_shipping_address
i expect a reimbursement of {{Refund Amount}} dollars,track_refund
"I have got to correct the delivery address, how to do it?",change_shipping_address
i try to speak to customer service,contact_customer_service
"I have to see what shipment options you offer, I need help",delivery_options
"I submitted a wrong address by mistake, can you edit it?",change_shipping_address
wannasee in what situations can i ask to be refunded,check_refund_policy
help seeing the methods for delivery,delivery_options
where can I cancel purchase {{Order Number}}?,cancel_order
"I want to see the status of my rebate, help me",track_refund
i expect a restitution of {{Refund Amount}} dollars,track_refund
I have a problem trying to change the delivery address,change_shipping_address
report problems with payment,payment_issue
I have problems with canceling purchase {{Order Number}},cancel_order
"I want to call customer service, how can I do it?",contact_customer_service
help with cancelling purchase {{Order Number}},cancel_order
I want to check the methods for delivery,delivery_options
can you show me in what cases can I ask to be refunded?,check_refund_policy
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},track_refund
what do i have to do to inform of errors with payment,payment_issue
want assistance solving an damn payment error,payment_issue
assistance with canceling purchase {{Order Number}},cancel_order
want help to check my reimbursement current status,track_refund
shipnents to {{Delivery Country}},delivery_options
I can't modify theaddress,change_shipping_address
what do I ned to do to cancel order {{Order Number}}?,cancel_order
wanna check the iwthdrawal penalty,check_cancellation_fee
do you have a number to contact goddamn customer assistance?,contact_customer_service
"I want to check the withdrawal charges, how to do it?",check_cancellation_fee
want help to see in which situations can I ask for refunds,check_refund_policy
help seeing under which circumstances can I request a refund,check_refund_policy
want help to get in touch with customer assistance,contact_customer_service
where can i report problems with online payment,payment_issue
help me to check what delivery methods i can choose,delivery_options
I need help with cancelling purchase {{Order Number}},cancel_order
i want help solving a trouble with online paymwnts,payment_issue
"I want to see the termination fee, help me",check_cancellation_fee
need help to see in what cases can I ask for refunds,check_refund_policy
I need assistance to inform of issues with online payments,payment_issue
"I am waiting for a  refund of {{Currency Symbol}}{{Refund Amount}}, was it processed",track_refund
i do not know how to check ur refund policy,check_refund_policy
"I entered a wrong address, will you help me update it?",change_shipping_address
I have to see what hours I can reach customer support,contact_customer_service
there is an error trying to change my address,change_shipping_address
i expect an rebate of {{Refund Amount}} dollars,track_refund
i need help cancelling order {{Order Number}},cancel_order
want help to check in what situations can i ask for refunds,check_refund_policy
want help checking in what situations can I ask for a refund,check_refund_policy
I have to see what shipping options I have,delivery_options
can I check what delivery options I have?,delivery_options
"I have got to check what shipping options you offer, help me",delivery_options
there are errors trying to update my shipping address,change_shipping_address
I need to report a problem with online payment,payment_issue
problem with payments,payment_issue
I want to notify of an error with payments,payment_issue
i need help checking in what cases can i ask to be refunded,check_refund_policy
i dont know how i can see my rebate current status,track_refund
I try to check what shipment methods I have,delivery_options
I have errors editing the shipping address,change_shipping_address
help me to see at what time i can reach customer service,contact_customer_service
there is an issue changing the shipping address,change_shipping_address
shipments to {{Delivery City}},delivery_options
i do not know what i need to do to modify the address,change_shipping_address
can you show me the rebate current status?,track_refund
i have to sede the cancellation charge,check_cancellation_fee
I need assistance checking the early exit charges,check_cancellation_fee
how to report problems with payment?,payment_issue
can you help me modifying my delivery address?,change_shipping_address
want help speaking with custgomer service,contact_customer_service
I need assistance with canceling order {{Order Number}},cancel_order
I'm waiting for a refund of {{Refund Amount}} dollars,track_refund
I have  to see the early termination fee,check_cancellation_fee
can you help me report a payment issue?,payment_issue
can I check the current status of my reimbursement?,track_refund
I have got to see the cancellation penalty,check_cancellation_fee
questionn about canceling order {{Order Number}},cancel_order
can you show me the withdrawal fee?,check_cancellation_fee
i want assistance to see what shipment methods i can choose,delivery_options
information about modifying the delivery address,change_shipping_address
"I need to see in whichy cases can I ask for refunds, help me",check_refund_policy
"I have entered a wrong goddamn address, how could I edit it?",change_shipping_address
need help solving a payment error,payment_issue
I want help canceling order {{Order Number}},cancel_order
i do not know whzt to do to inform of a problem with payment,payment_issue
do uhave a toll-free customer assistance phone number,contact_customer_service
I need help to correct the delivery address,change_shipping_address
help me to see what delivery options I can choose,delivery_options
problems with canceling purchase {{Order Number}},cancel_order
"the shipping address changed, how can I edit it?",change_shipping_address
can i check what hours cusyomer support available is,contact_customer_service
I have an error correcting the goddamn delivery address,change_shipping_address
can utell me more about modifying my delivery address,change_shipping_address
I want assistance to notify of troubles with payments,payment_issue
I am waiting for a compensation of  {{Currency Symbol}}{{Refund Amount}},track_refund
i dont knwo how i can cancel purchase {{Order Number}},cancel_order
I'm waiting for a restitution oof {{Currency Symbol}}{{Refund Amount}},track_refund
I do not know how to check the early termination penalties,check_cancellation_fee
help me check what hours I can reach customer support,contact_customer_service
help me seeing what options for delivery you offer,delivery_options
I have a trouble trying to change my delivery address,change_shipping_address
check my reimbursement status,track_refund
have problems with canceling order  {{Order Number}},cancel_order
I need to notify of problems with payments,payment_issue
"I expect a rebate of {{Refund Amount}} dollars, was it processed already",track_refund
i expect a refund of {{Currency Symbol}}{{Refund Amount}} has it been processed already,track_refund
I expect an restitution of {{Currency Symbol}}{{Refund Amount}},track_refund
I want assistance to cancel purchase {{Order Number}},cancel_order
i have got to see the shipping options help me,delivery_options
can ya help me see what hours i can reach customer service,contact_customer_service
I want to check your reimbursement policy,check_refund_policy
I do not know how to report a problem with payments,payment_issue
help checking in which situations can i ask to be refunded,check_refund_policy
assistance cancelling purchase {{Order Number}},cancel_order
I have to check in which cases can I request my money back,check_refund_policy
help me check in which situations can I request refunds,check_refund_policy
can I check in which situations can I ask to be refunded?,check_refund_policy
is it possible to check the cancellation penalty?,check_cancellation_fee
i want help reporting an issue with online payments,payment_issue
is it possible to inform of issues with online payments,payment_issue
"I cannot pay, where could I inform of payment issues?",payment_issue
I want to know more about correcting my delivery address,change_shipping_address
is it possible to notify of issues with online payment?,payment_issue
assistance with canceling purchase {{Order Number}},cancel_order
can uhelp me to reoort a trouble with payments,payment_issue
where to edit my shipping address?,change_shipping_address
want help to see ur reimbursement policy,check_refund_policy
i do not want these article i try to cancel order {{Order Number}},cancel_order
want support updating the delivery dadress,change_shipping_address
i want help cancelling purchase {{Order Number}},cancel_order
can ya help me ccall customer support,contact_customer_service
I want to know about updating my delivery address,change_shipping_address
how do I know if there is anything new on my compensation?,track_refund
I have a queston about the payment,payment_issue
assistance seeing in what situations can i ask for refunds,check_refund_policy
I don't know how to cancel purchase {{Order Number}},cancel_order
I have troubles editing my address,change_shipping_address
I need help to report issues with payment,payment_issue
can you show me what delivery methods are available?,delivery_options
I have troubles trying to change the address,change_shipping_address
assistance seeing the refund current status,track_refund
support correcting my address,change_shipping_address
what are the available shipment options?,delivery_options
i have to modify my shipping address,change_shipping_address
can you help me check the termination penalty?,check_cancellation_fee
I need assistance checking the options for shipment,delivery_options
wanna knowabout updating the address,change_shipping_address
help me notifying of a problem with online payment,payment_issue
I need assistance to check the early termination fee,check_cancellation_fee
need to see at what time i can contact customer service,contact_customer_service
I need assistance to check what shipment options are there,delivery_options
"I need to check the cancellation penalties, help me",check_cancellation_fee
"I cannot make payments, could you help me report errors?",payment_issue
i do not know what to do to correct the shipping address,change_shipping_address
I am waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
I don't know what I need to do to check the early exit fee,check_cancellation_fee
I do not know how to notify of a problem with payment,payment_issue
can uhelp me check what hours customer support available is,contact_customer_service
i dont want order {{Order Number}},cancel_order
problem with cancelig order {{Order Number}},cancel_order
under which circumstances can I ask for my money back?,check_refund_policy
I need assistance trying to modify the shipping address,change_shipping_address
i expect a refund of {{Currency Symbol}}{{Refund Amount}},track_refund
"I need to see your reimbusrement policy, how to do it?",check_refund_policy
need assistance to cancel orer {{Order Number}},cancel_order
show me the withdrawal charges,check_cancellation_fee
how do I check at what time I can call customer support?,contact_customer_service
i have to check how long reufnds take how to do it,check_refund_policy
